,source_genesymbol,type,target_genesymbol
9780,BAZ2B,post_translational,H3C8
9781,BAZ2B,post_translational,H3-3A
9782,BAZ2B,post_translational,H3-4
9783,BAZ2B,post_translational,H3-2
9784,BAZ2B,post_translational,H3-5
9785,BAZ2B,post_translational,H3C15
9786,ZDHHC2,post_translational,DLG4
9787,RABGEF1,post_translational,RAB5A
9788,MAGEL2,post_translational,WASHC1
9789,MAGEL2,post_translational,TRIM27
9790,CDH22,post_translational,CTNNB1
9791,HOOK1,post_translational,PTPN11
9792,RIMS3,post_translational,UNC13B
9793,RIMS3,post_translational,RAB3A
9794,RIMS3,post_translational,CACNA1D
9795,RIMS3,post_translational,RAB3C
9796,EGFR,post_translational,ERRFI1
9799,ERRFI1,post_translational,ERBB2
9800,TAOK2,post_translational,ELK1
9801,LEF1,post_translational,ALX4
9802,DDX41,post_translational,STING1
9803,ANAPC2,post_translational,DVL1
9804,STOML2,post_translational,LCK
9805,STOML2,post_translational,CD3E
9806,STOML2,post_translational,PLCG1
9808,STOML2,post_translational,ZAP70
9809,ING1,post_translational,SIRT2
9810,GSK3B,post_translational,AKAP11
9812,PTBP2,post_translational,SRC
9813,PTBP2,post_translational,HNRNPH1
9814,PTBP2,post_translational,KHSRP
9815,FBXW11,post_translational,EEF2K
9816,FBXW11,post_translational,PER1
9817,FBXW11,post_translational,SKP1
9818,FBXW11,post_translational,CLSPN
9819,FBXW11,post_translational,SUFU
9820,FBXW11,post_translational,ZNF281
9821,TNIK,post_translational,TCF7L2
9822,APPL1,post_translational,STK11
9823,TLK1,post_translational,H3C8
9824,TLK1,post_translational,RAD9A
9825,CASP8AP2,post_translational,NFKB1
9826,CASP8AP2,post_translational,NFKB1_RELA
9827,RALY,post_translational,PRMT1
9828,MUC12,post_translational,JUN
9829,UTS2R,post_translational,GNA14
9830,UTS2R,post_translational,GNAI3
9831,UTS2R,post_translational,GNAO1
9833,VAV3,post_translational,RHOA
9834,UTS2R,post_translational,GNAZ
9835,UTS2R,post_translational,GNAL
9836,UTS2R,post_translational,GNAQ
9837,UTS2R,post_translational,GNAI1
9838,UTS2R,post_translational,GNAS
9839,FBXO5,post_translational,ANAPC7
9840,FBXL21P,post_translational,TCAP
9841,HDAC9,post_translational,MEF2C
9842,ZHX1,post_translational,ZMYND11
9843,BAG5,post_translational,PRKN
9844,BAG5,post_translational,HSPA1A
9845,BAG5,post_translational,HSPA1B
9846,MYT1L,post_translational,SIN3B
9847,ZMIZ1,post_translational,AR
9848,NOTCH1,post_translational,ZMIZ1
9849,ZMIZ1,post_translational,NOTCH1
9850,PLEKHG1,post_translational,CDC42
9851,ZNRF3,post_translational,FZD6
9852,ZNRF3,post_translational,LRP6
9853,ZNRF3,post_translational,FZD5
9854,ZNRF3,post_translational,FZD2
9855,GPC6,post_translational,PTCH1
9856,ZNRF3,post_translational,FZD8
9857,ZNRF3,post_translational,FZD4
9858,HECTD1,post_translational,HSP90AA1
9859,CADPS,post_translational,SNAP25
9860,CADPS,post_translational,VAMP2
9861,CADPS,post_translational,STX1A
9862,FZD4,post_translational,DVL1
9863,FZD4,post_translational,LRP5
9864,FZD4,post_translational,LRP6
9865,FZD4,post_translational,DVL3
9866,TPX2,post_translational,KIF11
9867,TPX2,post_translational,CLASP1
9868,AKAP8L,post_translational,DHX9
9869,KIT,post_translational,STAP1
9871,STAP1,post_translational,STAT5A
9872,TEC,post_translational,STAP1
9874,PYCARD,post_translational,BAX
9876,FZR1,post_translational,UBE2S
9877,FZR1,post_translational,ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27
9878,ALK,post_translational,SFPQ
9880,ALK,post_translational,PIK3R3
9881,SUFU,post_translational,GLIS3
9882,VPS4A,post_translational,CHMP2A
9883,VPS4A,post_translational,CHMP3
9884,PCDHA7,post_translational,ITGB1
9885,PCDHA6,post_translational,ITGB1
9886,PCDHA4,post_translational,ITGB1
9887,PCDHA12,post_translational,ITGB1
9888,G3BP2,post_translational,NFKBIA
9889,G3BP1,post_translational,G3BP2
9890,G3BP2,post_translational,G3BP1
9892,ARHGAP26,post_translational,RHOA
9893,STUB1,post_translational,SMAD1
9894,STUB1,post_translational,SMAD5
9895,CDC14A,post_translational,TP53
9896,CDC14A,post_translational,IREB2
9897,CDC14A,post_translational,MAPK6
9898,FZD1,post_translational,DVL3
9900,CDC14A,post_translational,KMT5A
9901,COPS3,post_translational,SOS1
9902,GPR132,post_translational,GNA14
9903,GPR132,post_translational,GNAI3
9904,SMC3,post_translational,MXI1
9905,GPR132,post_translational,GNAO1
9906,GPR132,post_translational,GNAZ
9907,GPR132,post_translational,GNA15
9908,GPR132,post_translational,GNAL
9909,GPR132,post_translational,GNAQ
9910,GPR132,post_translational,GNAS
9911,TTF2,post_translational,CDC5L
9912,FZD1,post_translational,DVL1
9913,FZD1,post_translational,DVL2
9914,GPC6,post_translational,SHH
9915,GPR34,post_translational,GNAI3
9916,GPR34,post_translational,GNAO1
9917,GPR34,post_translational,GNAI1
9918,TRIM33,post_translational,CTNNB1
9919,SMC3,post_translational,MXD1
9920,SETD1B,post_translational,H3-3A
9921,ANKRD26,post_translational,PIDD1
9922,USP22,post_translational,SIRT1
9923,SATB2,post_translational,TP63
9924,SMC3,post_translational,MXD4
9925,SHANK2,post_translational,ACTN1
9926,CILK1,post_translational,RPTOR
9927,SHOC2,post_translational,MRAS
9928,SHOC2,post_translational,PPP1CA
9929,RIMS2,post_translational,UNC13B
9930,RIMS2,post_translational,RAB3A
9931,RIMS2,post_translational,CACNA1D
9932,RIMS2,post_translational,RAB3C
9933,CNTN6,post_translational,NOTCH1
9934,CDK11A,post_translational,CDK11B
9935,CTNND2,post_translational,CDH1
9936,CTNND2,post_translational,CDH2
9937,CTNND2,post_translational,CDH3
9938,CTNND2,post_translational,CDH5
9939,BAIAP2,post_translational,WASF1
9940,BAIAP2,post_translational,WASF2
9941,AURKC,post_translational,TACC1
9942,AURKC,post_translational,H3C8
9943,GAB2,post_translational,PIK3CA
9944,GAB2,post_translational,PIK3CA_PIK3R1
9945,CAMK2A,post_translational,TH
9946,SMC3,post_translational,MXD3
9947,MAPK9,post_translational,MAPK8IP1
9949,MAPK8IP1,post_translational,MAP4K2
9951,HDAC5,post_translational,MEF2A
9952,HDAC5,post_translational,MEF2C
9953,HDAC5,post_translational,RUNX2
9954,HDAC5,post_translational,MEF2D
9955,CAMK2A,post_translational,SLN
9956,CAMK2A,post_translational,ITGB1BP1
9957,CAMK2A,post_translational,EGFR
9959,CAMK2A,post_translational,ALOX5
9960,CAMK2A,post_translational,MAPT
9961,CAMK2A,post_translational,SRF
9962,CAMK2A,post_translational,GFAP
9963,CAMK2A,post_translational,ETS1
9964,CAMK2A,post_translational,ETS2
9965,CAMK2A,post_translational,CD44
9966,CAMK2A,post_translational,ATP2A2
9967,CAMK2A,post_translational,STMN1
9968,CAMK2A,post_translational,CEBPB
9970,CAMK2A,post_translational,CALD1
9971,CAMK2A,post_translational,ITPKA
9972,CAMK2A,post_translational,CHAT
9973,CAMK2A,post_translational,HRH1
9974,CAMK2A,post_translational,OPRM1
9975,CAMK2A,post_translational,GRIA4
9976,CAMK2A,post_translational,HSF1
9977,CAMK2A,post_translational,PTK2
9978,CAMK2A,post_translational,LIPE
9979,CAMK2A,post_translational,GFPT1
9980,CAMK2A,post_translational,GRIN2B
9981,CAMK2A,post_translational,CACNA1S
9982,CAMK2A,post_translational,PEA15
9983,CAMK2A,post_translational,SMAD2
9984,CAMK2A,post_translational,FBXO43
9985,CAMK2A,post_translational,ANKS1B
9986,CAMK2A,post_translational,RIMS1
9988,CAMK2A,post_translational,RCHY1
9989,CAMK2A,post_translational,CYLD
9990,CAMK2A,post_translational,HOMER3
9991,CAMK2A,post_translational,GABBR1
9992,CAMK2A,post_translational,NCOR2
9993,SH2B3,post_translational,JAK2
9994,PIN4,post_translational,IRS1
9995,NOD1,post_translational,ATG16L1
9996,AKT3,post_translational,CHUK
9997,AKT3,post_translational,TBX3
9998,AKT3,post_translational,HSPB1
9999,AKT3,post_translational,BRAF
10000,AKT3,post_translational,CREB1
10001,AKT3,post_translational,NOS3
10002,AKT3,post_translational,BMI1
10003,AKT3,post_translational,CASP9
10004,AKT3,post_translational,POU5F1
10005,AKT3,post_translational,STK4
10006,AKT3,post_translational,STK3
10007,AKT3,post_translational,AGO2
10008,AKT3,post_translational,CHUK_IKBKB_IKBKG
10010,TRAF6,post_translational,MAP3K14
10011,FOXA2,post_translational,OTX2
10012,CYSLTR1,post_translational,GNA14
10013,CYSLTR1,post_translational,GNAI3
10014,CYSLTR1,post_translational,GNA15
10015,CYSLTR1,post_translational,GNAQ
10016,CYSLTR1,post_translational,GNAI1
10017,BCS1L,post_translational,LETM1
10018,BTRC,post_translational,PER1
10019,BTRC,post_translational,GLI1
10020,BTRC,post_translational,GLI2
10021,BTRC,post_translational,CDC25A
10022,BTRC,post_translational,YAP1
10023,BTRC,post_translational,RAP1GAP
10024,BTRC,post_translational,SMAD3
10025,DTX4,post_translational,TBK1
10026,DLGAP4,post_translational,DLG4
10027,DLGAP4,post_translational,SHANK3
10028,DLGAP4,post_translational,SHANK2
10029,DLGAP4,post_translational,SHANK1
10030,MAST1,post_translational,PTEN
10032,NTNG1,post_translational,LRRC4C
10033,SIK3,post_translational,CRTC2
10034,KDM2A,post_translational,RELA
10035,KDM2A,post_translational,NFKB1_RELA
10036,PTPN22,post_translational,LCK
10037,PTPN22,post_translational,CD247
10038,PTPN22,post_translational,CBL
10039,PTPN22,post_translational,ZAP70
10040,AXIN2,post_translational,APC
10042,AXIN2,post_translational,GSK3B
10043,AXIN2,post_translational,APC_AXIN1_GSK3B
10044,PPP2R2C,post_translational,SRC
10045,GPR55,post_translational,GNA13
10046,THRAP3,post_translational,SFPQ
10047,GIT1,post_translational,MAP2K1
10048,KLF13,post_translational,SIN3A
10049,SUGT1,post_translational,NDC80_NUF2_SPC24_SPC25
10050,SUGT1,post_translational,DSN1_MIS12_NSL1_PMF1
10051,SH3GLB1,post_translational,CBL
10052,SH3GLB1,post_translational,BECN1
10053,SBDS,post_translational,EFL1
10054,TMED5,post_translational,TMED10
10055,RNF11,post_translational,ITCH
10056,BZW2,post_translational,EIF2S1
10057,SH3BP1,post_translational,RAC1
10058,STARD13,post_translational,RHOA
10059,GRIP1,post_translational,KIF5C
10060,GRIP1,post_translational,MEF2C
10061,GRIP1,post_translational,GRIPAP1
10062,WNK2,post_translational,WNK1
10063,RWDD3,post_translational,HIF1A
10064,KNSTRN,post_translational,KIF2B
10065,DYRK1B,post_translational,GYS1
10066,DYRK1B,post_translational,HNF1A
10067,DYRK1B,post_translational,CCND1
10068,DYRK1B,post_translational,CDKN1A
10069,DYRK1B,post_translational,CDKN1B
10070,DYRK1B,post_translational,HDAC9
10071,DYRK1B,post_translational,HDAC5
10072,L3MBTL1,post_translational,TP53BP1
10073,PRKAB1,post_translational,ULK1
10074,PRKAB1,post_translational,NOS3
10075,PRKAB1,post_translational,RPTOR
10076,TLN1,post_translational,ITGB3
10077,TLN1,post_translational,ITGA3_ITGB1
10078,TLN1,post_translational,ITGB2
10079,TLN1,post_translational,ITGB4
10080,TLN1,post_translational,ITGB5
10081,TLN1,post_translational,ITGB6
10082,TLN1,post_translational,ITGB7
10083,TLN1,post_translational,ITGB8
10084,TLN1,post_translational,ITGA1_ITGB1
10085,TLN1,post_translational,ITGA2_ITGB1
10086,NRXN3,post_translational,DAG1
10087,TLN1,post_translational,ITGA4_ITGB1
10088,TLN1,post_translational,ITGA5_ITGB1
10089,TLN1,post_translational,ITGA6_ITGB1
10090,TLN1,post_translational,ITGA8_ITGB1
10091,TLN1,post_translational,ITGA9_ITGB1
10092,TLN1,post_translational,ITGA10_ITGB1
10093,TLN1,post_translational,ITGA11_ITGB1
10094,TLN1,post_translational,ITGAL_ITGB2
10095,TLN1,post_translational,ITGAM_ITGB2
10096,TLN1,post_translational,ITGAX_ITGB2
10097,TLN1,post_translational,ITGAD_ITGB2
10098,TLN1,post_translational,ITGA2B_ITGB3
10099,TLN1,post_translational,ITGA6_ITGB4
10100,TLN1,post_translational,ITGAV_ITGB2
10101,TLN1,post_translational,ITGAV_ITGB3
10102,TLN1,post_translational,ITGAV_ITGB5
10103,TLN1,post_translational,ITGAV_ITGB6
10104,TLN1,post_translational,ITGAV_ITGB8
10105,TLN1,post_translational,ITGAE_ITGB7
10106,TLN1,post_translational,ITGA4_ITGB7
10107,DAAM1,post_translational,RHOA
10108,HECTD4,post_translational,MYC
10109,HECTD4,post_translational,AR
10110,IRS2,post_translational,PIK3CA_PIK3R1
10111,GPSM3,post_translational,GNB1
10112,GPSM3,post_translational,GNAI1
10113,IRAK1,post_translational,TRAF6
10115,TRAF6,post_translational,HK2
10116,TRAF6,post_translational,TAB3
10117,TRAF6,post_translational,MALT1
10118,TRAF6,post_translational,TNFRSF11A
10120,MAP4K5,post_translational,GSK3B
10121,ATG4B,post_translational,MAP1LC3C
10122,LAS1L,post_translational,NOL9_PELP1_SENP3_TEX10_WDR18
10123,BZW2,post_translational,EIF3A
10124,SHANK1,post_translational,ACTN1
10125,PPME1,post_translational,PPP2CB
10126,PPME1,post_translational,PPP2CA
10127,RIPK3,post_translational,GLUD1
10128,RIPK3,post_translational,PYGL
10129,RIPK3,post_translational,MLKL
10130,PCDHA9,post_translational,ITGB1
10131,PCDHA8,post_translational,ITGB1
10132,PCDHA5,post_translational,ITGB1
10133,PCDHA3,post_translational,ITGB1
10134,PCDHA2,post_translational,PCDHGA12
10135,PCDHA2,post_translational,ITGB1
10136,PCDHA2,post_translational,PCDHGC3
10137,PCDHA2,post_translational,PCDHGB4
10138,PCDHA2,post_translational,PCDHGC5
10139,PCDHA2,post_translational,PCDHGC4
10140,PCDHA2,post_translational,PCDHGB7
10141,PCDHA2,post_translational,PCDHGB6
10142,PCDHA2,post_translational,PCDHGB5
10143,PCDHA2,post_translational,PCDHGB3
10144,PCDHA2,post_translational,PCDHGB2
10145,PCDHA2,post_translational,PCDHGB1
10146,PCDHA2,post_translational,PCDHGA9
10147,PCDHA2,post_translational,PCDHGA8
10148,PCDHA2,post_translational,PCDHGA7
10149,PCDHA2,post_translational,PCDHGA6
10150,PCDHA2,post_translational,PCDHGA5
10151,PCDHA2,post_translational,PCDHGA4
10152,PCDHA2,post_translational,PCDHGA3
10153,PCDHA2,post_translational,PCDHGA2
10154,PCDHA2,post_translational,PCDHGA11
10155,PCDHA2,post_translational,PCDHGA10
10156,PCDHA2,post_translational,PCDHGA1
10157,PCDHA13,post_translational,ITGB1
10158,PCDHA11,post_translational,ITGB1
10159,PCDHA10,post_translational,PCDHGA12
10160,PCDHA10,post_translational,ITGB1
10161,PCDHA10,post_translational,PCDHGC3
10162,PCDHA10,post_translational,PCDHGB4
10163,PCDHA10,post_translational,PCDHGC5
10164,PCDHA1,post_translational,ITGB1
10165,PCDHA10,post_translational,PCDHGC4
10166,PCDHA10,post_translational,PCDHGB7
10167,PCDHA10,post_translational,PCDHGB6
10168,PCDHA10,post_translational,PCDHGB5
10169,PCDHA10,post_translational,PCDHGB3
10170,PCDHA10,post_translational,PCDHGB2
10171,PCDHA10,post_translational,PCDHGB1
10172,PCDHA10,post_translational,PCDHGA9
10173,PCDHA10,post_translational,PCDHGA8
10174,PCDHA10,post_translational,PCDHGA7
10175,PCDHA10,post_translational,PCDHGA6
10176,PCDHA10,post_translational,PCDHGA5
10177,PCDHA10,post_translational,PCDHGA4
10178,PCDHA10,post_translational,PCDHGA3
10179,PCDHA10,post_translational,PCDHGA2
10180,PCDHA10,post_translational,PCDHGA11
10181,PCDHA10,post_translational,PCDHGA10
10182,PCDHA10,post_translational,PCDHGA1
10183,UCHL5,post_translational,SMAD3
10184,UCHL5,post_translational,SMAD2
10185,CD2AP,post_translational,ACTB
10186,HRH3,post_translational,GNAI3
10187,HRH3,post_translational,GNAO1
10188,HRH3,post_translational,GNAI1
10189,CSAG2,post_translational,SIRT1
10190,CDC42BPB,post_translational,MSN
10191,INSIG2,post_translational,SCAP
10192,SNX9,post_translational,DNM2
10193,SNX9,post_translational,DNM1
10194,NPFFR2,post_translational,GNAI3
10195,NPFFR2,post_translational,GNAO1
10196,GPC6,post_translational,WNT5A
10197,NPFFR2,post_translational,GNAZ
10198,NPFFR2,post_translational,GNAI1
10199,BACE2,post_translational,B4DGD0
10200,UBIAD1,post_translational,HRAS
10201,IRAK3,post_translational,IRAK4
10202,NCOR2,post_translational,BCL6
10203,NCOR2,post_translational,SPEN
10204,RFNG,post_translational,NOTCH1
10205,ADGRG1,post_translational,RHOA
10206,EID1,post_translational,EP300
10207,EID1,post_translational,CREBBP
10208,MTCH2,post_translational,BID
10209,STK24,post_translational,RAB8A
10210,STK24,post_translational,STK38
10212,STK24,post_translational,STK38L
10213,WNT6,post_translational,LRP5
10214,WNT6,post_translational,FZD3
10215,EPN1,post_translational,EGFR
10216,EPN1,post_translational,AP2A2_AP2B1_AP2M1_AP2S1_CLTA_CLTB_CLTC_CLTCL1
10217,IKBKG,post_translational,RELA
10218,IKBKG,post_translational,NFKB1_RELA
10219,CHUK_IKBKB_IKBKG,post_translational,IKBKG
10220,PRSS21,post_translational,RAD21
10221,CDH10,post_translational,CTNNB1
10222,SESN1,post_translational,MIOS_SEC13_SEH1L_WDR24_WDR59
10223,SEC23IP,post_translational,SEC23A
10224,SEC23IP,post_translational,SEC23B
10225,LY96,post_translational,HMGB1
10226,ATG13_RB1CC1_ULK1,post_translational,AMBRA1
10227,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,ATG13_RB1CC1_ULK1
10228,ATG13_RB1CC1_ULK1,post_translational,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3
10229,ATG13_RB1CC1_ULK1,post_translational,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
10230,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,post_translational,ATG13_RB1CC1_ULK1
10231,TSC1_TSC2,post_translational,RHEB
10233,LRP6,post_translational,APC_AXIN1_GSK3B
10234,APC_AXIN1_GSK3B,post_translational,CTNNB1
10235,APC_AXIN1_GSK3B,post_translational,CSNK1D
10236,CSNK1D,post_translational,APC_AXIN1_GSK3B
10237,APC_AXIN1_GSK3B,post_translational,PSEN1
10238,APC_AXIN1_GSK3B,post_translational,ROR2
10239,PARD6A_SMURF1,post_translational,RHOA
10240,RRAGA_RRAGC,post_translational,MTOR
10241,RRAGA_RRAGC,post_translational,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR
10242,CRBN_CUL4A_DDB1_RBX1,post_translational,CSNK1A1
10243,NFKB1_RELA,post_translational,JUN
10244,NFKB1_RELA,post_translational,SP1
10245,NFKB1_RELA,post_translational,MYOD1
10246,NFKB1_RELA,post_translational,EGR1
10247,NFKB1_RELA,post_translational,CCND1
10248,NFKB1_RELA,post_translational,MAP3K8
10249,CHUK_IKBKB_IKBKG,post_translational,NFKBIA
10250,NAE1_UBA3,post_translational,CUL1
10251,NAE1_UBA3,post_translational,CUL2
10252,NAE1_UBA3,post_translational,CUL3
10253,NAE1_UBA3,post_translational,CUL4A
10254,NAE1_UBA3,post_translational,CUL4B
10255,NAE1_UBA3,post_translational,CUL7
10256,NAE1_UBA3,post_translational,CUL9
10257,NAE1_UBA3,post_translational,CUL5
10258,NAE1_UBA3,post_translational,ANAPC2
10259,_PPP2CA_PPP2R1A_PPP2R2A,post_translational,RAF1
10260,_PPP2CA_PPP2R1A_PPP2R2A,post_translational,AKT1
10261,_PPP2CA_PPP2R1A_PPP2R2A,post_translational,PPME1
10262,PPP2CA_PPP2R1A_PPP2R2B,post_translational,PDPK1
10263,PPP2CA_PPP2R1A_PPP2R2B,post_translational,AR
10264,PPP2CA_PPP2R1A_PPP2R2B,post_translational,GSK3B
10265,PPP2CA_PPP2R1A_PPP2R2B,post_translational,MAP3K5
10266,PPP2CA_PPP2R1A_PPP2R5D,post_translational,RAF1
10267,CUL1_FBXW7_SKP1,post_translational,MYC
10268,CUL1_FBXW7_SKP1,post_translational,MED13L
10269,CUL1_FBXW7_SKP1,post_translational,MED13
10270,CUL1_SKP1_SKP2,post_translational,MYC
10271,CHUK_IKBKB_IKBKG,post_translational,FOXO3
10272,CHUK_IKBKB_IKBKG,post_translational,BAD
10273,CHUK_IKBKB_IKBKG,post_translational,CYLD
10274,CHUK_IKBKB_IKBKG,post_translational,NCOR2
10275,CHUK_IKBKB_IKBKG,post_translational,NFKB1_RELA
10276,IFNGR1_IFNGR2,post_translational,JAK2
10277,JAK2,post_translational,IFNGR1_IFNGR2
10278,CDK5_CDK5R1,post_translational,DCX
10279,IFNGR1_IFNGR2,post_translational,STAT1
10280,CDK5_CDK5R1,post_translational,TP53
10281,CDK5_CDK5R1,post_translational,MAPT
10282,CDK5_CDK5R1,post_translational,MAP2K1
10283,CDK5_CDK5R1,post_translational,NDEL1
10284,CDK5_CDK5R1,post_translational,SUDS3
10285,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,EEF2K
10286,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,HAT1
10287,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,FOXO3
10288,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,PFKFB2
10289,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,ULK1
10291,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,RAF1
10292,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,TP53
10293,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,INSR
10294,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,post_translational,GLI1
